Skupaj,29,193,2332
Ajdovščina,0,0,14
Beltinci,0,0,3
Benedikt,0,0,1
Bistrica ob Sotli,0,0,4
Bled,0,0,2
Bloke,0,0,4
Borovnica,1,1,1
Bovec,0,0,1
Brezovica,0,1,15
Brežice,0,0,3
Cankova,0,0,1
Celje,1,9,33
Cerklje na Gorenjskem,0,0,3
Cerknica,0,0,19
Cerkno,0,0,2
Cerkvenjak,0,0,2
Cirkulane,0,3,3
Črenšovci,0,0,8
Črna na Koroškem,0,0,4
Črnomelj,2,4,14
Destrnik,0,0,1
Dobje,0,0,1
Dobrepolje,0,0,1
Dobrna,0,0,2
Dobrova - Polhov Gradec,0,0,10
Dobrovnik/Dobronak,0,0,1
Dol pri Ljubljani,0,1,3
Dolenjske Toplice,0,0,4
Domžale,2,5,36
Dravograd,0,0,25
Duplek,1,1,3
Gorje,0,0,3
Gornja Radgona,0,0,1
Grosuplje,0,5,9
Hajdina,0,0,2
Hoče - Slivnica,0,1,4
Horjul,0,0,28
Hrastnik,0,4,82
Hrpelje - Kozina,0,0,3
Idrija,0,0,6
Ig,1,3,11
Ilirska Bistrica,1,4,16
Ivančna Gorica,1,2,8
Izola/Isola,0,0,4
Jesenice,0,0,22
Kamnik,0,3,33
Kanal,0,0,2
Kidričevo,0,0,1
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,0,0,9
Komenda,0,0,5
Koper/Capodistria,1,3,38
Kostanjevica na Krki,1,1,1
Kozje,0,1,2
Kranj,1,10,52
Kranjska Gora,0,0,3
Križevci,0,0,2
Krško,0,0,12
Kungota,1,1,3
Kuzma,0,0,1
Laško,0,0,5
Lenart,0,0,9
Lendava/Lendva,0,0,14
Litija,0,3,24
Ljubljana,5,41,398
Ljubno,0,0,5
Ljutomer,0,1,138
Log - Dragomer,0,1,4
Logatec,0,0,7
Loška dolina,0,2,4
Lovrenc na Pohorju,0,0,5
Lukovica,0,0,4
Majšperk,0,0,3
Maribor,0,1,56
Markovci,0,0,1
Medvode,0,2,13
Mengeš,0,0,12
Metlika,0,1,80
Mežica,0,0,1
Miklavž na Dravskem polju,0,1,6
Mirna,0,0,1
Mirna Peč,0,0,1
Mislinja,0,1,4
Mokronog - Trebelno,0,0,1
Moravče,0,0,6
Moravske Toplice,0,0,1
Mozirje,0,1,9
Murska Sobota,0,0,15
Naklo,0,0,5
Nazarje,0,0,1
Nova Gorica,1,2,16
Novo mesto,0,2,17
Odranci,0,0,5
Oplotnica,0,0,7
Ormož,0,0,6
Pesnica,0,1,3
Piran/Pirano,1,1,13
Pivka,0,0,19
Podčetrtek,0,0,3
Podvelka,0,0,3
Polzela,0,2,3
Postojna,0,1,25
Prebold,0,0,5
Preddvor,0,0,3
Prevalje,0,2,7
Ptuj,0,0,5
Puconci,0,0,6
Rače - Fram,0,0,2
Radeče,0,0,2
Radenci,0,0,3
Radlje ob Dravi,0,0,1
Radovljica,0,0,13
Ravne na Koroškem,0,1,22
Razkrižje,0,0,1
Renče - Vogrsko,0,1,3
Ribnica,2,7,17
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,0,5,57
Rogatec,0,3,17
Ruše,0,0,9
Selnica ob Dravi,0,0,1
Semič,0,0,8
Sevnica,0,0,7
Sežana,1,2,9
Slovenj Gradec,2,5,28
Slovenska Bistrica,0,0,26
Slovenske Konjice,0,0,2
Starše,0,3,5
Sveta Ana,0,0,8
Sveti Jurij ob Ščavnici,0,0,3
Šalovci,0,0,1
Šempeter - Vrtojba,0,0,3
Šenčur,0,1,11
Šentilj,0,0,11
Šentjernej,0,0,4
Šentjur,0,2,26
Šentrupert,0,0,8
Škofja Loka,1,2,21
Škofljica,0,1,11
Šmarje pri Jelšah,0,4,178
Šmarješke Toplice,0,0,4
Šmartno ob Paki,0,0,1
Šmartno pri Litiji,0,0,2
Šoštanj,0,2,3
Štore,0,0,4
Tabor,0,0,2
Tišina,0,0,4
Tolmin,0,0,5
Trbovlje,1,3,16
Trebnje,0,0,20
Trnovska vas,0,1,1
Trzin,0,0,1
Tržič,1,2,8
TUJINA,0,4,25
Turnišče,0,0,2
Velenje,0,8,40
Velika Polana,0,0,2
Velike Lašče,0,0,9
Veržej,0,0,7
Vipava,0,4,23
Vitanje,0,0,1
Vodice,0,0,7
Vojnik,0,0,2
Vrhnika,0,0,5
Vuzenica,0,0,1
Zagorje ob Savi,0,0,12
Zreče,0,1,5
Žalec,0,1,12
Železniki,0,0,2
Žetale,0,0,3
Žiri,0,1,2
Žirovnica,0,0,9
Žužemberk,0,0,2
