"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1216,86,1032,98,6,0,19905
"Aomori","青森県",27,0,26,1,0,0,965
"Iwate","岩手県",0,0,0,0,0,0,918
"Miyagi","宮城県",91,3,87,1,0,0,3623
"Akita","秋田県",16,0,16,0,0,0,990
"Yamagata","山形県",69,1,68,0,1,0,2526
"Fukushima","福島県",82,2,80,0,0,0,6507
"Ibaraki","茨城県",172,6,156,10,0,0,5235
"Tochigi","栃木県",66,0,65,0,0,0,6699
"Gunma","群馬県",152,2,131,19,0,0,4821
"Saitama","埼玉県",1090,75,950,65,4,0,33065
"Chiba","千葉県",941,29,867,45,2,0,17723
"Tokyo","東京都",5997,377,5295,325,17,0,75566
"Kanagawa","神奈川県",1451,64,1291,96,10,0,12347
"Niigata","新潟県",84,2,81,0,0,1,4860
"Toyama","富山県",227,0,205,22,0,0,3896
"Ishikawa","石川県",300,22,251,27,1,0,2884
"Fukui","福井県",122,0,114,8,0,0,3339
"Yamanashi","山梨県",72,0,71,1,0,0,5495
"Nagano","長野県",77,1,76,"-",0,0,3210
"Gifu","岐阜県",156,3,146,7,1,0,5051
"Shizuoka","静岡県",80,4,75,1,0,0,7324
"Aichi","愛知県",523,8,475,34,0,6,12445
"Mie","三重県",46,1,44,1,0,0,2823
"Shiga","滋賀県",101,1,99,1,0,0,2310
"Kyoto","京都府",366,4,344,18,0,0,9896
"Osaka","大阪府",1812,30,1696,86,4,0,39103
"Hyogo","兵庫県",704,7,654,43,0,0,14483
"Nara","奈良県",92,0,90,2,0,0,3760
"Wakayama","和歌山県",64,1,60,3,0,0,3955
"Tottori","鳥取県",3,0,3,0,0,0,1466
"Shimane","島根県",24,1,23,0,0,0,1232
"Okayama","岡山県",26,1,25,"-","-",0,1900
"Hiroshima","広島県",168,0,165,3,0,0,7744
"Yamaguchi","山口県",37,0,37,0,0,0,2202
"Tokushima","徳島県",6,0,4,1,0,1,858
"Kagawa","香川県",28,0,28,0,0,0,2593
"Ehime","愛媛県",82,1,77,4,0,0,2586
"Kochi","高知県",74,0,71,3,0,0,1953
"Fukuoka","福岡県",844,22,789,33,2,0,15995
"Saga","佐賀県",47,0,47,0,0,0,1609
"Nagasaki","長崎県",17,0,16,1,0,0,3177
"Kumamoto","熊本県",49,1,45,3,0,0,4234
"Oita","大分県",60,0,59,1,0,0,4772
"Miyazaki","宮崎県",17,0,17,0,0,0,1549
"Kagoshima","鹿児島県",11,1,10,0,0,0,2534
"Okinawa","沖縄県",142,0,139,7,0,0,3012
